row_id,creator,title_raw,label_record,label_repeat
73890,@jimacosta,Melania Named Him From the White House. Now He's Here. | James Carville,neither,left
74424,@msnow,Joe: RISE of Germany's far-right due to 'ABSOLUTE FAILURE' of Europe's political center,neither,left
77396,@msnow,"'Terrible for America': Fmr. Canada Deputy PM on tariff policies, elites and Trump 2.0",left,neither
81055,@msnow,"Epstein death exposé timeline: Trump DOJ faces new questions (Melber Report, Part 2)",neither,left
81471,@msnow,Sen. Warner: U.S. troops ‘owed a rational plan with clear goals’ by Trump for Iran strikes,left,neither
82467,@msnow,'Stunning victory': Democrat flips solidly red district in Texas,left,neither
82900,@msnow,"'Worst nightmare': DOGE workers improperly shared social security info, DOJ says",neither,left
83022,@msnow,"The chaos in Minneapolis 'is caused by ICE lawless campaign,' says Sen. Tina Smith",left,neither
85629,@LegalAFMTN,SCOTUS Supremacy EXPOSED as Rulings BACKFIRE!!!,neither,left
87217,@GlennKirschner2,"Lawyer, Comedian, and Dead-On Trump Impersonator J-L Cauvin!",neither,left
87220,@GlennKirschner2,Supreme Court Goes Rogue!,neither,left
87279,@GlennKirschner2,Trump Wants a Birthright Citizenship Do-Over at Supreme Court!,left,neither
87317,@GlennKirschner2,"Federal Appeals Court STRIKES DOWN ""Racially Discriminatory"" Redistricting!",right,neither
87337,@GlennKirschner2,DOJ Goes ROGUE!,neither,right
87447,@GlennKirschner2,Shocking New Evidence in the Homicide of Renee Good!,neither,left
87486,@LegalEagle,Will Andrew Tate & Bro Face Justice?,neither,left
87491,@LegalEagle,Heads Are Rolling At Trump's DOJ Over The Algae Pool,neither,left
87505,@LegalEagle,SCOTUS Barely Upholds the Constitution,neither,right
87657,@DemocracyDocket,The New Rules for the Post-Trump Era | Brian Tyler Cohen,left,neither
87919,@katiephangnews,Epstein Survivor DEMANDS ANSWERS as DOJ SHUTS DOWN Case,neither,left
88050,@katiephangnews,Former Trump DHS Official REVEALS SHOCKING Truth Behind FBI RAID,right,neither
88091,@katiephangnews,DOJ Caught RED HANDED as EPSTEIN Cover-Up UNRAVELS,neither,right
88100,@katiephangnews,Trump DOJ HIT with EMERGENCY MOVE to BLOCK Prosecutors from Judge Cannon's COURT ROOM,left,neither
88178,@TheMichaelCohenShow,Trump Threatened to Revoke NBC and ABC's Licenses Over the Speech,left,neither
88188,@TheMichaelCohenShow,Vance Said Democrats Fight for the Worst Human Beings on the Planet,right,neither
88201,@TheMichaelCohenShow,Republican Congresswoman Told Democrats to Leave America,left,neither
88329,@TheMichaelCohenShow,Disaster At The Podium x Vicky Ward | Mea Culpa,left,neither
88363,@TheMichaelCohenShow,Peace Talks Collapse…Trump’s Reaction Says Everything,neither,left
88799,@PTLRadioShow,New Charlie Kirk questions leave Brian STUNNED,left,neither
89391,@PTLRadioShow,CNN Debate Goes OFF THE RAILS as Mockler SHUTS IT DOWN,neither,right
89412,@PTLRadioShow,Caller Thinks Scott Jennings Should Not Be From CNN And Gets Major Double Standard,right,neither
89812,@PTLRadioShow,Trump Family Should Show Patriotism And Send Barron Trump To Help Fight The War #sendbarron #iran,left,right
90545,@thewarningwithsteveschmidt,The Nightmare Is Coming to an End | Steve Schmidt,left,neither
90570,@thewarningwithsteveschmidt,A New American Leader | Steve Schmidt,left,neither
90772,@thewarningwithsteveschmidt,Steve Schmidt: This Has Nothing to Do With God,left,neither
91012,@cafedotcom,Trump's Approval Just Hit a Modern-Era Low | David Axelrod & Preet Bharara,neither,left
91013,@cafedotcom,"FBI Tracked James Comey Over His “86 47” Post, Filing Says | Joyce Vance, Elie Honig & Preet Bharara",neither,left
91068,@fastpoliticspodcast,Sarah Longwell’s Shocking Theory On Trump's Next Move,left,neither
91098,@fastpoliticspodcast,The Midterm Race Scaring Trump The Most w/ Jacob Rubashkin,left,neither
91116,@fastpoliticspodcast,Trump May Have Made The Tucker Problem Worse w/ Jeet Heer,neither,left
91151,@fastpoliticspodcast,Democrats’ Texas Shot Just Got Real w/ Mike Madrid,left,neither
91173,@fastpoliticspodcast,Charlie Sykes on Trump's FCC Fearing Midterm Loss,neither,left
91174,@fastpoliticspodcast,Rick Wilson on Why Trump’s MAGA Base Is Splintering,left,neither
91196,@fastpoliticspodcast,Why Europe No Longer Trusts the U.S. w/ Anne Applebaum,left,neither
91213,@RestPoliticsUS,MEMBERS EXCLUSIVE | Roy Cohn: The Man Who Made Trump,left,neither
91218,@RestPoliticsUS,MEMBERS EXCLUSIVE | Who Is Trump's 'Human Printer' Natalie Harp?,neither,left
91240,@RestPoliticsUS,"The Dems Have No Money, Here's Why",right,neither
91350,@RestPoliticsUS,Why Iran's Diego Garcia Attack IS MUCH WORSE THAN YOU THINK!,right,neither
91390,@RestPoliticsUS,How ICE Could Be Stopped By The Courts,neither,left
91396,@RestPoliticsUS,AD FREE | Why The Alex Pretti Shooting Is Even More Awful Than You Think,left,neither
91434,@LastWeekTonight,Police Surveillance Technology: Last Week Tonight with John Oliver (HBO),left,neither
91435,@LastWeekTonight,Trump & Crypto: Last Week Tonight with John Oliver (HBO),left,neither
91436,@LastWeekTonight,Scranton's Train Set: Last Week Tonight with John Oliver (Bonus Segments),left,neither
91539,@thehill,Republicans privately admit midterms are ‘not looking great’ | THE FIGHT FOR 2028,neither,left
91907,@thehill,Joe Scarborough goes NUCLEAR on Dems (PLUS: Enes Kanter Freedom DECLARES for WNBA Draft) | RISING,right,neither
92013,@thehill,"Kamala Harris: Dems must 'REVISIT' abolishing the Electoral College, expanding Supreme Court | RISIN",right,neither
92555,@thehill,Project 2029: Dems push for social media restrictions for kids | RISING,right,neither
92949,@thehill,"Trump agenda STRUGGLING as judge, Republicans REBUKE initiatives: Lindsey Granger | RISING",neither,left
92955,@thehill,Trump family tax deal questions: House Ways & Means Dems press Treasury Secretary Bessent,left,neither
93707,@thehill,Kash Patel faces backlash from Ted Lieu: 'Go seek help and treatment' after The Atlantic article,neither,left
94430,@thehill,‘This Is Trump’s War’: Lawmakers Demand Congress Debate Military Action In Iran | TRENDING,neither,left
94678,@thehill,Kash Patel Sparks Outrage After Partying With US Olympic Hockey Team | TRENDING,neither,left
95014,@thehill,"Aguilar: 'NO BASIS' For Contempt Vote, Clintons Accepted All Terms For Epstein Testimony | TRENDING",neither,left
95225,@thehill,"Walz, Frey SUBPOENAED By DOJ For Allegedly IMPEDING Law Enforcement | RISING",right,neither
95549,@thehill,Musk WARNS Against Mamdani FDNY Commissioner PICK | RISING,neither,right
96357,@AfterPartyEmily,How Rosie O'Donnell Just Created a Problem for Jimmy Kimmel,neither,right
96524,@AfterPartyEmily,"The Truth About Congress’ COWARDLY Response to War and ""Fair-Weather Patriots,"" with Thomas Massie",right,neither
96544,@AfterPartyEmily,"How Stephen A. Smith’s Winning Political Message Could Change Everything in 2028, with Ana Kasparian",neither,left
96587,@AfterPartyEmily,"The Obama Third-Term Fantasy and Why It Reveals a Deeper Political Problem, with Cenk Uygur",left,neither
96616,@AfterPartyEmily,"The TRUTH About Epstein’s Fortune, Secrets, and What the Emails Really Prove, with Ryan Grim",neither,left
96729,@wethefifth,Why Bret Stephens Would Vote for Any Democrat Over JD Vance - The Fifth Column,neither,left
96752,@wethefifth,Preet Bharara Explains Trump’s “Future Crime” Loophole -The Fifth Column,neither,left
96814,@wethefifth,"50,000 Empty Apartments and an Official January 6 “History” Page (w/ Josh Barro) - The Fifth Column",left,neither
96815,@wethefifth,The Real January 6 Coup Was Not the Riot - The Fifth Column,neither,right
96913,@morebridgetphetasy,The DoorDash Generation Can't Feed Itself | Courtney O'Dell - Walk-Ins Welcome 392,right,neither
96914,@morebridgetphetasy,Anti-Zionism Isn't Pro-Palestinian and Here's Why,neither,right
96926,@morebridgetphetasy,How the US Services Economy Absorbed Bad Tariff Policy,neither,left
96927,@morebridgetphetasy,The Depressing Shift from Reagan to Whatever Trump Says,left,neither
96935,@morebridgetphetasy,What the Internet Did to Girls | Freya India - Walk-Ins Welcome 388,neither,right
96994,@morebridgetphetasy,Turns Out People Don't Like Officials Who Want Their Houses,neither,right
97019,@morebridgetphetasy,Monarchies Sound Great Until You're Not the King,left,neither
97061,@ZeihanonGeopolitics,Spain's Immigration Solution Turns Into a Crisis || Peter Zeihan,right,neither
97328,@UnHerd,Jake Sullivan: How America lost the Iran war,neither,left
97332,@UnHerd,Buck Angel: Why I changed sides on the trans debate,right,neither
97335,@UnHerd,China is about to call Europe’s bluff  - Yanis Varoufakis & Wolfgang Munchau | The Econoclasts,left,neither
97358,@UnHerd,Iran just showed China exactly how to beat the West - Varoufakis & Munchau | The Econoclasts,left,neither
97377,@UnHerd,Alex O’Connor: The Royal Family is a lie,left,neither
97381,@UnHerd,Why Trump will get Greenland,right,neither
97389,@UnHerd,Why Europe can’t break free from the US - Yanis Varoufakis & Wolfgang Munchau | The Econoclasts,left,neither
97420,@ZubyMusic,They FIRED Her Over a COVID Post,right,neither
97442,@ZubyMusic,What's Actually Destroying America - Joe Lonsdale,neither,right
97461,@ZubyMusic,It Feels IMPOSSIBLE For Men To Find a Wife In 2026,right,neither
97497,@ZubyMusic,What Modern Men Need To Hear - John Lovell,neither,right
97517,@ZubyMusic,Are Divorce Laws Rigged Against Men?,right,neither
97541,@ZubyMusic,Why The Rich Are Fleeing The UK,neither,right
97587,@winston_marshall,Is Islam compatible with the West?,right,neither
97629,@winston_marshall,The Secret Plan Behind Trump’s Iran War,left,neither
97769,@ClubRandomPodcast,Did MeToo Go Too Far? Bill Maher Questions Al Franken Backlash,neither,right
97993,@TheAdamCarollaShow1,Spencer Pratt ADVANCES In LA Mayoral Race!!!,neither,right
98083,@TheAdamCarollaShow1,Leslie Jones Calls Marriage “Legal Slavery” + $500K Converter Theft Ring Busted,neither,right
98163,@TheAdamCarollaShow1,Has California Hit Rock Bottom? | The Adam and Dr. Drew Show #2073,neither,right
98182,@TheAdamCarollaShow1,ICE and the Thought Police + Jeremy Barker on his Murphy Door Empire | The Adam and Dr. Drew Show,neither,left
98279,@NickShirley,[EARLY] Muslim vs Christian Battle in Texas | Members Only,neither,right
98330,@RealDanBongino,It Must Be Painful For Them To Write This (Ep. 2584),neither,right
98435,@RealDanBongino,"If You Want to Know Who Trump REALLY Is, Watch This...",neither,left
98490,@RealDanBongino,More Concerning Details Emerge in Latest Trump A*sassination Attempt,right,neither
98556,@RealDanBongino,Don't Get Played By Their Latest Gaslighting Campaign (Ep. 2444),right,neither
98641,@RedactedNews,Shocking New Gun Shot Evidence in Charlie Kirk's Assassination | Redacted News,right,neither
98836,@RedactedNews,"""Get Your Own Oil!"" Trump Slams UK and Europe over Iran ""We're Done With You!"" | Redacted",neither,right
98932,@RedactedNews,Trump just changed EVERYTHING with this move and Putin just gave his blessing | Redacted News,right,neither
98962,@RedactedNews,They Lied About Food for 30 Years — The New Pyramid Exposes the Biggest Health Scam in U.S. History,neither,right
99163,@GrahamAllen,Fauci Gets Off,neither,right
99164,@GrahamAllen,Resurfaced Charlie Kirk Clip Buries Candace in Her Own Garbage,left,right
99393,@GrahamAllen,"Dan Bongino TRIGGERS the Candace Cult, Starts the Scammers' Apocalypse",neither,right
99428,@chicksonright,Women Are Posting Their DARK Motherhood Fantasies,neither,right
99432,@chicksonright,Spencer Pratt Just ENDED the Charlie Kirk Conspiracy Crowd 🔥,right,left
99492,@chicksonright,Tucker Carlson’s Disgusting Defense of Candace Owens,left,neither
99507,@chicksonright,How Political Brainwashing Really Works | Buck Sexton Interview,right,neither
99526,@chicksonright,Michael Knowles’ Candace Owens Cop-Out BACKFIRES,left,neither
99644,@chicksonright,THEY'VE CHANGED! Watch These CRAZY Flashbacks of Candace Owens and Tucker Carlson,neither,left
99748,@chicksonright,Tucker’s Israel Smear Backfires — And Is JD Vance Getting Dragged Down With Him?,left,neither
99794,@chicksonright,Candace Owens Crosses the Line Laughing About Erica Kirk For CLICKS,right,neither
99846,@chicksonright,Glenn Beck’s Guide To Surviving Dark Days | REPLAY,neither,right
99858,@chicksonright,"Lobbyists, Lies & Mountain Dew: The REAL D.C. According to Congressman Burchett | REPLAY",right,neither
100107,@X22Report-y5y,"Ep 3966a - The Economic Structure Is Being Transitioned, Trump Moves Forward To Remove Lisa Cook",right,neither
100376,@X22Report-y5y,"Ep 3840a - The Financial Experts Were All Wrong,They Don’t Understand The New Economic System",right,neither
100609,@AndWeKnowOfficial-o9b,"2.2.26: K-12 students protesting ICE, GRAMMYS, Kennedy Center TUNNELS, Epstein LIST, Pray!",neither,right
100614,@AndWeKnowOfficial-o9b,"1.27.26: Understanding the risks of 6G technology, tech could emit ‘laser-like’ beams, Pray!",neither,right
100775,@RSBN,FULL EVENT: House Oversight Hearing Confronts the Growing Birth Tourism Controversy - 09/01/26,neither,right
100902,@RSBN,WATCH: Award Winning Filmmaker Steven Barber Joins Matthew Alvarez on RSBN Live - 08/10/26,neither,right
101100,@RSBN,"WATCH: ""They Are Scum... Sick People"" President Trump Declares Iran Ceasefire Is Dead - 07/08/26",right,neither
101623,@RSBN,FULL EVENT: President Trump Returns to the Birthplace of No Tax on Tips for a Roundtable - 04/16/26,right,neither
101804,@RSBN,WATCH: Massive Operation Epic Fury Update From President Trump - 03/23/26,neither,right
101930,@RSBN,WATCH: President Trump Gives an Update on Operation Epic Fury - 03/02/26,neither,right
102248,@RSBN,WATCH: Actor and Comedian Russel Brand Entertains the Audience at AmFest - 12/18/25,right,neither
102781,@RealAmericasVoice,BANNON WARNS TULSI OUSTER SIGNALS HOSTILE TAKEOVER,right,neither
103039,@RealAmericasVoice,NO ARREST AFTER BRUTAL ATTACK,neither,right
103730,@RealAmericasVoice,“We Funded the Mujahideen” — The Clip That Makes This Iran War Hit Different,neither,left
104125,@RealAmericasVoice,California Governor Shakeup? Sheriff Chad Bianco Says It’s Time for a 180° Turn,right,neither
111742,@NewsmaxTV,LEAVITT: Trump’s message to Minnesota Democrats ‘spoke very loud and clear’,right,neither
111846,@NewsmaxTV,"We were able to buy Alaska, why not Greenland?: Doug Burgum",neither,right
112151,@NewsmaxTV,Carl Higbie: Military bureaucracy leads to unearned rankings,right,neither
112629,@oann,Trump Posthumously Awards Presidential Medal of Freedom to 9/11 Hero Welles Crowther | OAN News,right,neither
113319,@oann,Did Spencer Pratt make the greatest campaign ad of all time?,right,neither
114137,@oann,"Melania Trump Honors Freed Hamas Hostages, Shares Emotional White House Meeting",neither,right
114149,@oann,"Moms, Minnesota, and the Battle Over America’s Future | The Anchormen Show w/ Riley Lewis",right,neither
114319,@oann,Maine Pauses Medicaid Payments Amid Growing Welfare Fraud Investigation,neither,right
114733,@HangOutwithSeanHannity,Ted Cruz’s Chilling Warning About America’s Political Future,neither,right
114788,@HangOutwithSeanHannity,Lee Greenwood Reveals the Incredible Story Behind “God Bless the USA”,right,neither
114800,@HangOutwithSeanHannity,JD Vance Opens Up About Faith and the Grandmother Who Raised Him,neither,right
114848,@HangOutwithSeanHannity,What Netflix Left Out: The Real Narcos Agents Tell All | Hang Out with Sean Hannity,right,neither
114872,@HangOutwithSeanHannity,"""I Will Fight You!"" De Blasio & Hannity Get HEATED Over NYC Crisis | Hang Out with Sean Hannity",neither,right
114876,@HangOutwithSeanHannity,Matthew Tkachuk: From Olympic Gold to the White House | Hang Out with Sean Hannity,right,neither
115570,@FoxNews,WATCH: Illegal immigrant SPEAKS OUT after ICE arrest,neither,right
118410,@FoxNews,‘The Five’ on Hollywood celebs RIPPING Spencer Pratt,right,neither
121193,@FoxNews,'UNWANTED REGIME' : Exiled Iranian crown price issues URGENT plea to Trump,neither,right
121764,@FoxNews,'The Five': Could THIS tip the midterms?,right,neither
122918,@FoxNews,Gutfeld: This UPSET everyone ... even Republicans!,right,neither
124750,@FoxNewsChannelClips,TARIFF SHOWDOWN: Trump says policy made America a 'FORTUNE',right,neither
125368,@FoxNewsChannelClips,Carville demands ACTION from Dems amid socialism surge,neither,right
126226,@FoxNewsChannelClips,'The Five': Pirro threatens to charge parents after violent DC teen takeover,right,neither
126873,@FoxNewsChannelClips,It appears that the Iranians have blinked: Navy veteran,neither,right
127122,@FoxNewsChannelClips,‘The Five’: Are they trying to get us to forget about this?,neither,right
127768,@FoxNewsChannelClips,"Trump can put the ‘genie of Islamic fundamentalism’ back in the bottle, professor says",neither,right
128514,@FoxNewsChannelClips,"Democrats' DHS funding battle 'does NOTHING to stop ICE,' Republican says",neither,right
128653,@FoxNewsChannelClips,"Minneapolis shooting victim 'lacked' common sense, retired Border Patrol chief says",neither,right
135437,@NBCNews,Videos contradict Trump's claim Minn. driver 'viciously ran over' officer in fatal ICE shooting,left,neither
137215,@CNN,Trump retreats on $1.776B fund: Has GOP infighting killed it for good?,neither,left
142559,@ABCNews,"JD Vance warns Pope Leo to 'be careful,' after pope speaks out agains the war in Iran",left,neither
143957,@ABCNews,Iranian regime shaken to its core after dozens of leaders killed in US-Israel strikes,right,neither
156534,@NewsNation,"Tom Tiffany is an election denier, Wisconsin gubernatorial candidate says",neither,left
157041,@NewsNation,"Chicago studio committed to neurodiversity, inclusivity in film space",neither,left
160066,@NewsNation,"Meet the new DHS boss, same as the old boss: Chris Cuomo | CUOMO",left,neither
166351,@Reuters,"Delaney Hall detainees allege ICE abuse, stage hunger strike",left,neither
176435,@aljazeeraenglish,Inside America's deadly war on suspected drug boats | Fault Lines Documentary,neither,left
177709,@aljazeeraenglish,"Israeli attacks kill nine in Gaza as 20,000 patients await medical evacuation",left,neither
183825,@AssociatedPress,Trump's immigration crackdown has detained more than 50 military spouses and parents,neither,left
190080,@nytimes,Welcome to the Neighborhood. It’s Sinking.,left,neither
190090,@nytimes,New Video Analysis Reveals Flawed and Fatal Decisions in Shooting of Alex Pretti,left,neither
190097,@nytimes,Inside an Immigration Raid That Swept Up U.S. Citizens | Visual Investigations,left,neither
191852,@markets,"Trump Has No Exit Strategy in Iran, Jeffries Says",left,neither
198975,@USATODAY,"'What a loser': Biden blasts Trump's Reflecting Pool, Kennedy Center",neither,left
199870,@USATODAY,FCC chair threatens broadcasters over Iran War coverage,neither,left
200176,@USATODAY,President Trump refuses to apologize for posting video depicting Obamas as apes,neither,left
200415,@USATODAY,Trump takes more aspirin than recommended by doctors,left,neither
200946,@NPR,Hundreds of homes of the working poor were razed in a neighborhood in Pakistan,left,neither
200953,@NPR,Ro Khanna lays out progressive agenda as he 'seriously' considers presidential run | Newsmakers,left,neither
200960,@NPR,Investigating the killing of a Black teen at a Seattle protest | Embedded,neither,left
201016,@NPR,Debunking Jan. 6 myths: weapons and injuries,right,neither
201087,@POLITICO,"Trump raises election doubts, again",left,neither
201138,@POLITICO,Trump's endorsement in Iowa loses and Bill Pulte is now Acting DNI?,neither,left
201507,@Vox,What masculinity does to men | The Gray Area,left,neither
201509,@Vox,When colleges think Plato is too gay | The Gray Area,neither,left
201581,@Vox,"Jasmine Crockett isn’t backing down | Today, Explained",left,neither
201584,@Vox,How Finland defeated fascism,left,neither
201586,@Vox,"Why is Trump obsessed with Minneapolis? | Today, Explained",neither,left
201610,@TheDailyBeast,Trump’s Latest Move Says It All | The Daily Beast Podcast,left,neither
201802,@TheDailyBeast,Why Trump Insiders Fear He's Lost MAGA: Wolff | Inside Trump's Head,left,neither
201967,@Semafor,How Democrats Learned To Embrace Native American Land Acknowledgments | Semafor Americana,right,neither
202077,@Semafor,"Jeffrey Goldberg on 'Signalgate,' Trump's Charm Offensive, And Why The Atlantic Is Winning",left,neither
202094,@Semafor,"Undersecretary Sarah Rogers on Free Speech, Europe’s Tech Crackdown, and the Internet She Misses",right,neither
202544,@Forbes,Keir Starmer May Be Out But Andy Burnham Is Not The Answer To UK’s Troubles,right,neither
203673,@TheAtlantic,The Democrats and Their Extremist Problem | The David Frum Show,neither,right
203701,@TheAtlantic,Trump’s War With Iran and a New Danger at Home | The David Frum Show,left,neither
203740,@TheAtlantic,Grok’s ‘Digital Undressing’ Crisis and a Manifesto to Build a Better Internet,left,neither
203744,@TheAtlantic,Trump Has No Plan for Venezuela | The David Frum Show,left,neither
203772,@newyorker,Inside an Immigration Arrest That Sparked a Neighborhood Protest | The New Yorker,left,neither
203811,@newyorker,"Jennifer Welch, Host of the Podcast “I’ve Had It,” Goes “Dark Woke” | The New Yorker Interview",neither,left
203927,@TheEconomist,Why are ICE agents targeting Minneapolis?,left,neither
203935,@TheEconomist,How Trump’s Venezuela raid is helping China's Taiwan battle plans,left,neither
204070,@nationalreview,Why the Woke Right Has Such a Dark View of America,neither,left
204089,@nationalreview,Why Joe Kent and Tucker Carlson Make No Sense,left,neither
204096,@nationalreview,Why is Tucker Carlson Smearing the U.S. Military?,neither,left
207187,@nypost,Three Jaw-Dropping Moments From Candace Owen’s Interview with Hunter Biden,neither,right
208115,@nypost,See Moment Heroic San Diego PD K9 Takes Down Armed Stabbing Suspect,neither,right
210365,@nypost,Border Patrol Chief Swarmed And Shouted At In Chicago Suburb,neither,right
210885,@clayandbuck,Mollie Hemingway: Could Justice Roberts Step Down in June?,right,neither
210891,@clayandbuck,"Dr. Oz: Medicare and Medicaid Fraud Isn’t a Flaw, It’s a Feature",right,left
210945,@clayandbuck,"Tom Homan: ""You're Damn Right"" ICE Will Make Arrests at Airports",right,neither
211034,@clayandbuck,"Ron Johnson Talks Fiery ICE Hearing, the SAVE Act and More",neither,right
211063,@clayandbuck,Senator Marsha Blackburn on the Ice Storm Aftermath and Trump's Agenda in the Senate,right,neither
211091,@clayandbuck,Trump Tells Davos Eurocrats: We Won't Take Greenland by Force,right,neither
211124,@clayandbuck,Navy SEAL David Rutherford: Inside the Tactical Masterclass That Captured Maduro,neither,right
211128,@clayandbuck,"From Lunges to CFP Predictions, Clay Catches Up with Markwayne Mullin",right,neither
211193,@TheBrianKilmeadeShow,"""We're Winning"": The Truth About Iran, Midterm Races & Data Centers | Brian Kilmeade Show",neither,right
211290,@TheBrianKilmeadeShow,Sen. Sheehy to Vance: “A Piece of Paper” Won’t Stop a Nuclear Iran,neither,right
211293,@TheBrianKilmeadeShow,“They Are NOT A Defeated Enemy”: Iranian Oil Debate Rages | Brian Kilmeade Show,neither,right
211297,@TheBrianKilmeadeShow,Kilmeade “Shocked” JD Vance is Blaming Israel | Brian Kilmeade Show,neither,right
211347,@TheBrianKilmeadeShow,"""American Blood"": China’s Chilling Warning Over Taiwan & US Arms Sales | Brian Kilmeade Show",right,neither
211452,@TheBrianKilmeadeShow,Why Iran’s Retaliation is Backfiring & The Hunt for a New Leader | Brian Kilmeade Show,neither,right
211541,@MarkDice,TAKE AWAY WOMEN'S PHONES! ,right,neither
211543,@MarkDice,"Ali G May Be Canceled, And The Irony Is Poetic haha",right,neither
211568,@MarkDice,The Problem with Black Conservatives No One On The Right Wants To Talk About,left,neither
211627,@MarkDice,Why Trump Really Took Over Venezuela and What Countries Are Next On The List,neither,left
211675,@PrisonPlanetLive,We Can't Live With These People,right,neither
211743,@LiberalHivemind,Nick Shirley has done it AGAIN.,right,neither
212536,@LiberalHivemind,CNN almost shut it ALL DOWN after she said this 😂,right,neither
212801,@BlackConservativePerspective,Haitian Migrants FLEE IN MASS As ICE Prepares BRUTAL CRACKDOWN After DEVASTATING SCOTUS Ruling!,right,neither
212951,@BlackConservativePerspective,The Amazing Lucas LOSES IT After Realizing He HAS BEEN TRICKED AND GASLIT By Karmelo Anthony Family!,neither,right
212975,@BlackConservativePerspective,Socialists DELIVER BRUTAL WARNING To Democrats As DISASTER Poll Exposes INFIGHTING Tanking BLUE Wave,right,neither
213846,@FleccasTalks,Fake Christian Fraud Tourists Descend on Minnesota - EP 382,left,right
213863,@FleccasTalks,THEY JUST WANT A BETTER LIFE - EP373,neither,left
213882,@FleccasTalks,The Gig Economy Isn’t Sending Their Best - EP 365,neither,right
213983,@FleccasTalks,KISS THE RING ALEC,left,neither
214097,@FleccasTalks,HOME DEPOT CHAOS: Lady Cop Made It Worse - EP 349,right,neither
214098,@FleccasTalks,BLUFF CALLED: Colombians Deported to Africa - EP 348,right,neither
214107,@FleccasTalks,Diversity Brings New Culinary Experiences to NYC - EP339,right,left
214136,@laurenchenclips,Andrew Garfield Tells Billionaires to Be “Scared” of His Movie,neither,left
214155,@laurenchenclips,Lindsay Clancy Supporters Are Crazy Wine Moms,neither,right
214193,@laurenchenclips,Lizzo’s Album FLOPPED Hard — Here’s Why,neither,right
214220,@laurenchenclips,"The Uncomfortable Truth About  ""Teen Takeovers""",right,neither
214227,@laurenchenclips,Mixtape: Journalists LOVE The Game That's Not A Game,right,neither
214234,@laurenchenclips,Republicans WIN Big In Shocking Supreme Court Ruling,neither,right
214237,@laurenchenclips,Do Immigrants Work Harder Than Americans? CATO Says YES!,neither,left
214246,@mikhaila,"Harvard Neuroscientist: Social Media Myths, DSM Overreach & Puberty Blockers | Adam Omary EP 237",neither,right
214281,@MattBernstein1,The Campaign To Crush Chappell Roan,neither,left
214308,@TomiLahrenIsFearless,“She Wanted to Wear the Outfits” — Former Border Chief Defends Kristi Noem to Tomi Lahren,neither,right
214313,@TomiLahrenIsFearless,Tomi Lahren Asks e.l.f. Exec Turned Priest the Question Everyone's Afraid to Ask,right,neither
214355,@TomiLahrenIsFearless,"""Disgusting!"" UFC Star RIPS Chicago Bulls over Jaden Ivey Controversy with Tomi Lahren",right,neither
214369,@TomiLahrenIsFearless,6 Americans Dead: Tomi Lahren’s Brutal Truth on the Iran Operation,right,neither
214387,@TomiLahrenIsFearless,Tomi Lahren & Cenk Uygur Challenge the Media Narrative on Minneapolis,right,neither
214389,@TomiLahrenIsFearless,Rep. Brandon Gill Lays It All Out with Tomi Lahren — Nothing Held Back,right,neither
214397,@TomiLahrenIsFearless,The Islamic Movement In America: What’s Happening Now,neither,right
214402,@TomiLahrenIsFearless,When Medicine Meets Miracles: Real-Life Recoveries Only God Can Explain,neither,right
214413,@RufoandLomez,"Inside America's Psychosis: Jason Arday, James Fishback, and Flock Cameras | Ep 76",right,neither
214419,@RufoandLomez,Trump Won...Now the Online Right Is Falling Apart | Ep 70,left,neither
214421,@RufoandLomez,"""I Went Down Every Rabbit Hole"" — Andrew Kolvet Breaks Down Charlie Kirk Murder Conspiracies | Ep 68",right,neither
214428,@RufoandLomez,The DSA Has Killed the Democratic Establishment | Ep 61,left,neither
214432,@RufoandLomez,California's Skid Row Election Fraud is Pure Cope | Ep 57,left,right
214435,@RufoandLomez,"Bannon, Dugin, Evola & the Philosophical Roots of the Trumpian Right | Ep. 54",left,neither
214438,@RufoandLomez,"Trump Beats Thomas Massie, Chud the Builder in Jail | Ep 51",neither,right
214443,@RufoandLomez,Interview w/Michael Tracey - How Epstein is the New Russiagate | Ep 46,neither,right
214467,@RufoandLomez,The Washington Post Has Lost Its Ability to Punish,neither,right
214471,@RufoandLomez,Post-Woke: Where Does the Left Go from Here?,right,neither
214491,@newdiscourses,"A Short, Comprehensive Definition of ""Woke""",right,neither
214496,@newdiscourses,The Foundational American View of Romans 13,right,neither
214525,@newdiscourses,How American Foreign Aid to Israel Supports America,neither,right
214533,@newdiscourses,"The Myth of the Blood, Vol. 2: Aryan Dynamism and the Living Revelation",neither,right
214549,@newdiscourses,"The ""Trusted Voice"" as Gramsci's Organic Intellectual",left,neither
214588,@JesseKellyDC,Terror Organization CAUGHT Operating In Red State,neither,right
214591,@JesseKellyDC,Democrat Senator To SWITCH Parties?,right,neither
214669,@JesseKellyDC,Trump DOJ Opens Up SERIOUS Election Investigation,neither,right
214884,@JesseKellyDC,Trump Launches Plot To ELIMINATE Several Democrat House Seats,right,left
214916,@JesseKellyDC,The Chinese Mafia Gets CAUGHT Infiltrating America,right,neither
214923,@JesseKellyDC,U.S. Eyes 'Friendly Takeover' Of Communist Country,neither,right
214970,@JesseKellyDC,Republican Takes The LEAD In California Governor Race,right,neither
215053,@JesseKellyDC,Republicans Are FINALLY Waking Up,neither,right
